id,svenska,ordklass,förklaring_sv,kort_förklaring_sv,suomeksi,område,källa_url
420,iscensätta lärande,verb,"Att iscensätta lärande är att ingripa i ett material eller en situation genom språk, metod, tolkning, samtal eller gestaltning. Verbet hjälper att beskriva forskarens, lärarens eller konstnärens arbete som aktivt, situerat och ansvarigt. Begreppet hjälper att koppla vardagliga undervisningssituationer till större pedagogiska och samhälleliga frågor.",Beskriver hur kunskap utvecklas.,lavastaa oppiminen,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
421,möjliggöra,verb,"Verbet möjliggöra används när forskaren, läraren eller studenten aktivt gör något med ett material, en teori, en bild eller en situation. Det markerar att analys och kunskapande är processer som sker steg för steg. I pedagogik, didaktik, lärarutbildning och utbildningsvetenskap kopplas handlingen ofta till relationen mellan lärare, studerande, innehåll, miljö, mål, material och institutionella ramar.",Beskriver en handling i undervisning.,mahdollistaa,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
422,stödja,verb,"I akademiska texter används stödja för att beskriva vad man gör när man utvecklar en fråga, bearbetar material eller kommunicerar ett resultat. Det hör särskilt hemma i pedagogik, didaktik, lärarutbildning och utbildningsvetenskap, där processen ofta är lika viktig som slutsatsen.",Beskriver en handling i undervisning.,tukea,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
423,utmana,verb,"utmana är ett verb som beskriver en akademisk, pedagogisk eller konstnärlig handling. Det betonar hur den som arbetar påverkar vad som kan bli synligt, begripligt eller möjligt att diskutera. Inom pedagogik, didaktik, lärarutbildning och utbildningsvetenskap kopplas verbet till relationen mellan lärare, studerande, innehåll, miljö, mål, material och institutionella ramar.",Beskriver en handling i undervisning.,haastaa,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
424,differentiera,verb,"Att differentiera är att ingripa i ett material eller en situation genom språk, metod, tolkning, samtal eller gestaltning. Verbet hjälper att beskriva forskarens, lärarens eller konstnärens arbete som aktivt, situerat och ansvarigt. Begreppet hjälper att koppla vardagliga undervisningssituationer till större pedagogiska och samhälleliga frågor.",Beskriver en handling i undervisning.,eriyttää,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
425,inkludera elever,verb,"Att inkludera elever är att ingripa i ett material eller en situation genom språk, metod, tolkning, samtal eller gestaltning. Verbet hjälper att beskriva forskarens, lärarens eller konstnärens arbete som aktivt, situerat och ansvarigt. Begreppet hjälper att koppla vardagliga undervisningssituationer till större pedagogiska och samhälleliga frågor.",Rör lärande subjekt i utbildning.,inkludoida oppilaita,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
426,aktivera förkunskaper,verb,"Att aktivera förkunskaper är att ingripa i ett material eller en situation genom språk, metod, tolkning, samtal eller gestaltning. Verbet hjälper att beskriva forskarens, lärarens eller konstnärens arbete som aktivt, situerat och ansvarigt. Begreppet hjälper att koppla vardagliga undervisningssituationer till större pedagogiska och samhälleliga frågor.",Beskriver en handling i undervisning.,aktivoida esitietoja,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
427,formulera mål,verb,"Verbet formulera mål används när forskaren, läraren eller studenten aktivt gör något med ett material, en teori, en bild eller en situation. Det markerar att analys och kunskapande är processer som sker steg för steg. I pedagogik, didaktik, lärarutbildning och utbildningsvetenskap kopplas handlingen ofta till relationen mellan lärare, studerande, innehåll, miljö, mål, material och institutionella ramar.",Beskriver en handling i undervisning.,muotoilla tavoitteita,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
428,anpassa,verb,"Att anpassa betyder här att utföra en medveten forsknings-, tolknings- eller undervisningshandling. Verbet beskriver en process snarare än ett färdigt resultat. Inom pedagogik, didaktik, lärarutbildning och utbildningsvetenskap används det för att visa hur kunskap, analys och material formas genom konkreta val.",Beskriver en handling i undervisning.,mukauttaa,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
429,facilitera,verb,"I akademiska texter används facilitera för att beskriva vad man gör när man utvecklar en fråga, bearbetar material eller kommunicerar ett resultat. Det hör särskilt hemma i pedagogik, didaktik, lärarutbildning och utbildningsvetenskap, där processen ofta är lika viktig som slutsatsen.",Beskriver en handling i undervisning.,fasilitoida,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
430,dokumentera lärande,verb,"Verbet dokumentera lärande används när forskaren, läraren eller studenten aktivt gör något med ett material, en teori, en bild eller en situation. Det markerar att analys och kunskapande är processer som sker steg för steg. I pedagogik, didaktik, lärarutbildning och utbildningsvetenskap kopplas handlingen ofta till relationen mellan lärare, studerande, innehåll, miljö, mål, material och institutionella ramar.",Beskriver hur kunskap utvecklas.,dokumentoida oppimista,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
431,reflektera över praktik,verb,"I akademiska texter används reflektera över praktik för att beskriva vad man gör när man utvecklar en fråga, bearbetar material eller kommunicerar ett resultat. Det hör särskilt hemma i pedagogik, didaktik, lärarutbildning och utbildningsvetenskap, där processen ofta är lika viktig som slutsatsen.",Betonar handling i konkreta sammanhang.,reflektoida käytäntöä,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
432,samskapa kunskap,verb,"I akademiska texter används samskapa kunskap för att beskriva vad man gör när man utvecklar en fråga, bearbetar material eller kommunicerar ett resultat. Det hör särskilt hemma i pedagogik, didaktik, lärarutbildning och utbildningsvetenskap, där processen ofta är lika viktig som slutsatsen.",Beskriver en handling i undervisning.,yhteisluoda tietoa,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
433,bedriva undervisning,verb,"bedriva undervisning är ett verb som beskriver en akademisk, pedagogisk eller konstnärlig handling. Det betonar hur den som arbetar påverkar vad som kan bli synligt, begripligt eller möjligt att diskutera. Inom pedagogik, didaktik, lärarutbildning och utbildningsvetenskap kopplas verbet till relationen mellan lärare, studerande, innehåll, miljö, mål, material och institutionella ramar.",Handlar om att ordna lärande.,toteuttaa opetusta,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
434,leda samtal,verb,"Verbet leda samtal används när forskaren, läraren eller studenten aktivt gör något med ett material, en teori, en bild eller en situation. Det markerar att analys och kunskapande är processer som sker steg för steg. I pedagogik, didaktik, lärarutbildning och utbildningsvetenskap kopplas handlingen ofta till relationen mellan lärare, studerande, innehåll, miljö, mål, material och institutionella ramar.",Beskriver en handling i undervisning.,johtaa keskustelua,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
435,ge respons,verb,"I akademiska texter används ge respons för att beskriva vad man gör när man utvecklar en fråga, bearbetar material eller kommunicerar ett resultat. Det hör särskilt hemma i pedagogik, didaktik, lärarutbildning och utbildningsvetenskap, där processen ofta är lika viktig som slutsatsen.",Beskriver en handling i undervisning.,antaa palautetta,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
436,utvärdera,verb,"Att utvärdera betyder här att utföra en medveten forsknings-, tolknings- eller undervisningshandling. Verbet beskriver en process snarare än ett färdigt resultat. Inom pedagogik, didaktik, lärarutbildning och utbildningsvetenskap används det för att visa hur kunskap, analys och material formas genom konkreta val.",Beskriver en handling i undervisning.,arvioida,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
437,fördjupa förståelse,verb,"fördjupa förståelse är ett verb som beskriver en akademisk, pedagogisk eller konstnärlig handling. Det betonar hur den som arbetar påverkar vad som kan bli synligt, begripligt eller möjligt att diskutera. Inom pedagogik, didaktik, lärarutbildning och utbildningsvetenskap kopplas verbet till relationen mellan lärare, studerande, innehåll, miljö, mål, material och institutionella ramar.",Beskriver en handling i undervisning.,syventää ymmärrystä,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
438,översätta teori,verb,"När man säger att man ska översätta teori handlar det om att pröva, ordna, läsa, förändra, synliggöra eller kommunicera något på ett metodiskt sätt. Ordet är användbart när undervisning, lärande, bedömning, deltagande och utbildningens villkor analyseras. Det hjälper att beskriva hur arbetet faktiskt går till.",Ger begreppsliga tolkningsramar.,kääntää teoria käytäntöön,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
439,pedagogisk,adjektiv,"När något kallas pedagogisk sägs det ha en viss teoretisk, metodisk eller pedagogisk karaktär. Adjektivet hjälper till att nyansera analysen: det visar inte bara vad något är, utan hur det verkar i ett sammanhang. I pedagogik, didaktik, lärarutbildning och utbildningsvetenskap används det ofta för att beskriva relationen mellan lärare, studerande, innehåll, miljö, mål, material och institutionella ramar.",Rör undervisning och fostran.,pedagoginen,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
440,didaktisk,adjektiv,"didaktisk används för att beskriva något som kännetecknas av en viss riktning, kvalitet eller relation. I forskning och undervisning är ordet användbart eftersom det gör det möjligt att precisera stämning, metod, maktrelation, materialitet eller kunskapssyn. Det passar väl inom pedagogik, didaktik, lärarutbildning och utbildningsvetenskap.",Rör undervisningens val och mål.,didaktinen,"pedagogik, didaktik och utbildningsvetenskap",https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-31-forskningsoversikt-2023-utbildningsvetenskap.html
